Super-Aggregation,Aggregation Level,Year,Sample Year End Date,Metric,Result Category,Concern Category,Proportion 2007,Lower Bound 2007,Upper Bound 2007,Change Analysis,Detectable,Proportion 2012,Lower Bound 2012,Upper Bound 2012,Proportions Difference,Lower Bound Difference,Upper Bound Difference,DiffEst,LB2-LB1,Significant
WSA9_Ecoregions,TPL,2007,12/31/07,Acidification,Good,Good,1.00,0.99,1.00,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_Ecoregions,TPL,2007,12/31/07,Acidification,Poor-Acid_Mine,Poor-Acid_Mine,0.00,0.00,0.01,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_Ecoregions,TPL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Acidification,Good,Good,1.00,1.00,1.00,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Acidification,Good,Good,0.98,0.95,1.00,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_Ecoregions,WMT,2007,12/31/07,Acidification,Fair-Low_ANC_Dep,Fair-Low_ANC_Dep,0.01,0.00,0.03,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_Ecoregions,WMT,2007,12/31/07,Acidification,Natural_Organic_Acid,Natural_Organic_Acid,0.01,0.00,0.03,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_Ecoregions,WMT,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Acidification,Good,Good,1.00,1.00,1.00,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.06,0.00,0.13,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA9_Ecoregions,CPL,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.24,0.10,0.38,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA9_Ecoregions,CPL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.69,0.55,0.84,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA9_Ecoregions,CPL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.01,0.00,0.03,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.00,0.00,0.01,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.04,0.00,0.09,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.95,0.90,1.00,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
WSA9_Ecoregions,NAP,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.01,0.00,0.02,No,No,0,0,0,,,,0.083,0.083,No
WSA9_Ecoregions,NAP,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
WSA9_Ecoregions,NPL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.02,0.00,0.06,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.06,0.00,0.15,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.91,0.81,1.00,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.01,0.00,0.03,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA9_Ecoregions,NPL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA9_Ecoregions,SAP,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.05,0.00,0.09,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA9_Ecoregions,SAP,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.01,0.00,0.02,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.93,0.87,0.98,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.02,0.00,0.05,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA9_Ecoregions,SPL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.00,0.00,0.01,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA9_Ecoregions,SPL,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.05,0.00,0.13,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA9_Ecoregions,SPL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.92,0.84,1.00,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.02,0.00,0.06,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.00,0.00,0.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_Ecoregions,TPL,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.11,0.00,0.21,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_Ecoregions,TPL,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.89,0.78,1.00,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_Ecoregions,TPL,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.02,0.00,0.04,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.01,0.00,0.02,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA9_Ecoregions,UMW,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.97,0.95,0.99,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_Ecoregions,UMW,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_Ecoregions,UMW,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.02,0.00,0.04,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.02,0.00,0.03,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.90,0.84,0.96,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_Ecoregions,WMT,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.06,0.02,0.11,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_Ecoregions,WMT,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_Ecoregions,XER,2007,12/31/07,Dissolved_Oxygen,Low (<= 3 ppm),Low (<= 3 ppm),0.00,0.00,0.00,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Dissolved_Oxygen,Moderate (> 3 - < 5 ppm),Moderate (> 3 - < 5 ppm),0.00,0.00,0.01,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Dissolved_Oxygen,High (>= 5 ppm),High (>= 5 ppm),0.81,0.65,0.98,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Dissolved_Oxygen,Not Assessed,Not Assessed,0.18,0.02,0.34,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA9_Ecoregions,XER,2007,12/31/07,Dissolved_Oxygen,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA9_Ecoregions,CPL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.01,0.00,0.03,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA9_Ecoregions,CPL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.21,0.11,0.31,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.49,0.35,0.63,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.28,0.16,0.40,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.01,0.00,0.02,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,,0.01,0.01,0.02,,,,0.032,0.015,No
WSA9_Ecoregions,NAP,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.15,0.06,0.25,No,,0,0,0,,,,0.083,0.083,No
WSA9_Ecoregions,NAP,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.56,0.33,0.78,No,,0.88,0.86,0.9,,,,0.04,0.009,No
WSA9_Ecoregions,NAP,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.15,0.06,0.23,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.14,0.00,0.33,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.16,0.04,0.28,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA9_Ecoregions,NPL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.12,0.05,0.19,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA9_Ecoregions,NPL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.43,0.27,0.60,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA9_Ecoregions,NPL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.29,0.15,0.42,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.18,0.02,0.34,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.11,0.05,0.17,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA9_Ecoregions,SAP,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.45,0.29,0.62,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA9_Ecoregions,SAP,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.26,0.11,0.41,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA9_Ecoregions,SAP,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.02,0.00,0.04,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.36,0.13,0.59,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_Ecoregions,SPL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.17,0.05,0.29,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_Ecoregions,SPL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.45,0.20,0.71,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_Ecoregions,SPL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.01,0.00,0.02,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.23,0.10,0.36,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.41,0.25,0.58,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA9_Ecoregions,TPL,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.35,0.22,0.47,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_Ecoregions,TPL,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_Ecoregions,UMW,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.05,0.01,0.08,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.55,0.42,0.69,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.34,0.22,0.47,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.06,0.02,0.10,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_Ecoregions,UMW,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_Ecoregions,WMT,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.59,0.43,0.74,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_Ecoregions,WMT,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.31,0.17,0.45,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.07,0.02,0.11,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.02,0.01,0.04,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.01,0.00,0.02,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA9_Ecoregions,WMT,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA9_Ecoregions,XER,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.22,0.07,0.38,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA9_Ecoregions,XER,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.27,0.15,0.40,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.30,0.13,0.47,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.20,0.05,0.36,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Zooplankton,Good,Good,0.36,0.25,0.48,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
WSA9_Ecoregions,CPL,2007,12/31/07,Zooplankton,Fair,Fair,0.35,0.21,0.48,No,No,0,0,0,,,,0.083,0.083,No
WSA9_Ecoregions,CPL,2007,12/31/07,Zooplankton,Poor,Poor,0.29,0.16,0.43,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
WSA9_Ecoregions,CPL,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.00,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Zooplankton,Good,Good,0.61,0.40,0.82,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Zooplankton,Fair,Fair,0.11,0.04,0.18,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA9_Ecoregions,NAP,2007,12/31/07,Zooplankton,Poor,Poor,0.28,0.09,0.47,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA9_Ecoregions,NAP,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA9_Ecoregions,NPL,2007,12/31/07,Zooplankton,Good,Good,0.54,0.37,0.71,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Zooplankton,Fair,Fair,0.39,0.22,0.56,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Zooplankton,Poor,Poor,0.07,0.02,0.12,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA9_Ecoregions,NPL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA9_Ecoregions,SAP,2007,12/31/07,Zooplankton,Good,Good,0.32,0.15,0.49,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA9_Ecoregions,SAP,2007,12/31/07,Zooplankton,Fair,Fair,0.23,0.09,0.38,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Zooplankton,Poor,Poor,0.44,0.28,0.60,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.01,0.00,0.01,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_Ecoregions,SPL,2007,12/31/07,Zooplankton,Good,Good,0.73,0.54,0.92,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_Ecoregions,SPL,2007,12/31/07,Zooplankton,Fair,Fair,0.26,0.07,0.45,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_Ecoregions,SPL,2007,12/31/07,Zooplankton,Poor,Poor,0.01,0.00,0.01,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Zooplankton,Good,Good,0.73,0.63,0.84,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Zooplankton,Fair,Fair,0.23,0.13,0.33,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA9_Ecoregions,TPL,2007,12/31/07,Zooplankton,Poor,Poor,0.04,0.00,0.07,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_Ecoregions,TPL,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_Ecoregions,UMW,2007,12/31/07,Zooplankton,Good,Good,0.58,0.45,0.72,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Zooplankton,Fair,Fair,0.31,0.18,0.43,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Zooplankton,Poor,Poor,0.11,0.06,0.16,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_Ecoregions,WMT,2007,12/31/07,Zooplankton,Good,Good,0.75,0.64,0.87,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_Ecoregions,WMT,2007,12/31/07,Zooplankton,Fair,Fair,0.18,0.08,0.28,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_Ecoregions,WMT,2007,12/31/07,Zooplankton,Poor,Poor,0.07,0.03,0.11,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
